,Id,tot_area,gar_adj_area,yr_built,yr_remod,qual,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RM,Func_Maj,Func_Min,Func_Mod,Func_Sev,SalePrice
570,2248,2300.0,275.14004321135707,1979,1979,6,0,0,0,0,0,0,0,0,0,0,183500
571,1849,2217.0,139.7004055652215,1999,2000,8,0,0,1,0,0,0,0,0,0,0,174000
572,2076,2703.0,184.27960002404217,1953,1953,5,0,0,0,0,0,0,0,0,1,0,130000
573,2641,2369.0,50.470772516613316,1925,1990,7,0,0,0,0,0,1,0,0,0,0,178000
574,5,2557.0,222.59604966365734,1997,1998,5,0,0,0,0,0,0,0,0,0,0,189900
575,878,1696.0,193.96336277746076,2003,2004,6,0,0,0,0,0,1,0,0,0,0,144000
576,1548,1632.0,122.66377074019448,1930,2007,6,0,0,0,0,0,1,0,0,0,0,120500
577,841,2194.0,310.3413804439372,1994,1995,5,0,0,0,0,0,0,0,0,0,0,145000
578,1621,3146.0,230.44694768084028,2000,2000,8,0,0,0,0,0,0,0,0,0,0,251000
579,218,3536.0,0.0,1968,1968,4,0,0,0,0,0,0,0,0,0,0,136500
580,1504,1152.0,0.0,1955,1955,4,0,0,0,0,0,0,0,0,0,0,82500
581,946,810.0,79.50429585012606,1910,1950,2,0,0,0,1,0,0,0,1,0,0,57625
582,455,2708.0,223.51968472450238,2007,2008,7,0,0,0,0,0,0,0,0,0,0,212500
583,2906,2432.0,185.65064722985528,1998,1998,6,0,0,0,0,0,1,0,0,0,0,164000
584,2878,2605.0,109.03446288017287,1957,1957,6,0,0,0,0,0,1,0,0,0,0,139000
585,1173,1852.0,131.182088152708,1999,2000,7,0,0,1,0,0,0,0,0,0,0,160000
586,985,1711.0,198.19285179781423,1992,1993,5,0,0,0,0,0,0,0,0,0,0,149000
587,975,1738.0,133.00344876168737,1968,1968,5,0,0,0,0,0,0,0,0,0,0,130000
588,202,2286.0,136.2930786002161,1921,1950,7,0,0,0,0,0,1,0,0,0,0,140000
589,528,3672.0,238.75966322844573,2008,2009,8,0,0,1,0,0,0,0,0,0,0,264500
590,2579,2184.0,138.08344159633515,1957,1957,5,0,0,0,0,0,0,0,0,0,0,141000
591,1841,2482.0,262.7741748104171,2006,2007,7,0,0,1,0,0,0,0,0,0,0,199900
592,591,2684.0,290.9450441661911,1977,1977,6,0,0,0,0,0,0,0,0,0,0,167900
593,1897,2573.0,264.15962740168465,1960,1987,6,0,0,0,0,0,0,0,0,0,0,181900
594,70,3132.0,346.3631478168942,2008,2008,8,0,0,1,0,0,0,0,0,0,0,262500
595,590,3196.0,240.1451158197133,1977,1992,7,0,0,0,0,0,0,0,0,0,0,230000
596,1172,3407.0,233.67967039379795,1999,2000,9,0,0,1,0,0,0,0,0,0,0,328900
597,1714,3442.0,255.8469118540792,2005,2005,8,0,0,0,0,0,0,0,0,0,0,232698
598,829,2508.0,374.0721996422457,2008,2008,8,0,0,0,0,0,0,0,0,0,0,221800
599,1397,1926.0,216.32521179758604,1941,1973,5,0,0,0,0,0,0,0,1,0,0,152400
600,877,3260.0,208.27970622055904,2000,2001,7,0,0,0,0,0,0,0,0,0,0,213000
601,2477,2369.0,207.356071159714,2005,2005,7,0,0,0,0,0,0,0,0,0,0,184900
602,2871,2501.0,173.1815739084471,1953,1953,5,0,0,0,0,0,0,0,0,0,0,157000
603,2489,2075.0,163.55169432025932,1962,2002,5,0,0,0,0,0,0,0,1,0,0,144000
604,1655,2612.0,220.74877954196722,1979,1999,6,0,0,0,0,0,0,0,0,0,0,192350
605,1891,2374.0,203.19971338591125,1966,1966,7,0,0,0,0,0,0,0,0,0,0,163500
606,1419,3804.0,237.37421063717815,1990,1990,7,0,0,0,0,0,0,0,0,0,0,262280
607,1473,3072.0,245.68692618478363,2002,2003,7,0,0,0,0,0,0,0,0,0,0,214000
608,2868,2884.0,217.05423929858702,1956,2004,6,0,0,0,0,0,0,0,0,0,0,230000
609,1695,3235.0,437.34120131013174,2006,2006,7,0,0,0,0,0,0,0,0,0,0,280000
610,2244,2146.0,204.43961790032415,1957,1980,4,0,1,0,0,0,0,0,0,0,0,140000
611,169,2595.0,204.12334844675632,1966,1966,6,0,0,0,0,0,0,0,0,0,0,155000
612,2670,2040.0,0.0,1918,1950,3,0,1,0,0,0,0,0,0,0,0,64500
613,247,2748.0,350.8815636334051,1993,1993,6,0,0,0,0,0,0,0,0,0,0,218000
614,2137,2004.0,163.55169432025932,1977,1977,5,0,0,0,0,0,0,0,0,0,0,160000
615,1794,2676.0,276.1668831926703,2007,2007,8,0,0,1,0,0,0,0,0,0,0,208900
616,1498,3820.0,288.17413898365595,1959,1996,5,0,0,0,0,0,0,0,0,0,0,284700
617,1164,2081.0,153.3297134252431,2007,2007,7,0,0,1,0,0,0,0,0,0,0,146000
618,1179,2548.0,230.9087652112628,1996,1996,8,0,0,0,0,0,0,0,0,0,0,245500
619,1340,2005.0,14.789969968238335,1926,1950,6,0,0,0,0,0,1,0,0,0,0,113000
620,436,3564.0,430.41393835379387,2004,2005,8,0,0,0,0,0,0,0,0,0,0,296000
621,1636,3844.0,312.1886505656273,2005,2006,9,0,0,0,0,0,0,0,0,0,0,377426
622,421,3418.0,362.98857891210514,2006,2007,10,0,0,0,0,0,0,0,0,0,0,337500
623,457,4984.0,438.2648363709768,2004,2005,10,0,0,0,0,0,0,0,0,0,0,552000
624,2834,1560.0,122.38164556196928,1948,1950,4,0,0,0,0,0,0,0,0,0,0,97900
625,517,2436.0,312.1886505656273,2009,2009,6,0,0,1,0,0,0,0,0,0,0,208300
626,1566,2730.0,376.8431048247809,1996,1997,7,0,0,0,0,0,0,0,0,0,0,213000
627,1439,2604.0,243.37783853267098,1998,1999,7,0,0,0,0,0,0,0,0,0,0,188000
628,2577,2457.0,225.3669548461925,1958,1958,6,0,0,0,0,0,0,0,0,0,0,162000
629,2241,2468.0,130.2325435791522,1950,1950,5,0,0,0,0,0,1,0,0,0,0,152000
630,71,2938.0,313.1122856264724,2004,2005,7,0,0,1,0,0,0,0,0,0,0,254900
631,1143,2489.0,223.05786719407988,1994,1995,7,0,0,0,0,0,0,0,0,0,0,189000
632,1021,4112.0,253.99964173238908,1978,1978,7,0,0,0,0,0,0,0,0,0,0,235000
633,1416,2328.0,68.14653930010805,1950,1950,5,0,0,0,0,0,0,0,0,0,0,125000
634,35,1672.0,142.2397993701379,1975,1975,7,0,0,0,0,0,0,0,0,0,0,120000
635,2904,1600.0,72.98395082286255,1951,1951,1,1,0,0,0,0,0,0,0,1,0,81500
636,2174,1632.0,0.0,1990,1990,6,0,0,0,0,0,0,0,0,0,0,118500
637,522,3532.0,220.74877954196722,2009,2009,9,0,0,1,0,0,0,0,0,0,0,370878
638,2211,3003.0,300.5091857666626,1949,1950,5,0,0,0,0,1,0,0,0,0,0,145000
639,1539,2752.0,199.04335561210854,1939,2006,7,0,0,0,0,0,0,0,0,0,0,311500
640,2420,2584.0,201.8142607946437,2006,2006,7,0,0,0,0,0,0,0,0,0,0,210250
641,2779,2777.0,278.53683386828743,2002,2002,7,0,0,0,0,0,0,0,0,0,0,200000
642,953,1734.0,248.9196488977413,1977,1977,5,0,0,0,0,0,0,0,0,0,0,126000
643,658,1444.0,79.7882397638765,1900,2003,4,0,0,0,0,0,0,0,0,0,0,114000
644,714,2187.0,204.43961790032415,1910,1950,4,0,0,0,0,0,1,0,0,0,0,87500
645,1637,3690.0,412.71006481703563,2005,2005,8,0,0,0,0,0,0,0,0,0,0,349265
646,538,3024.0,390.23581320703414,2004,2004,8,0,0,0,0,0,0,0,0,0,0,203000
647,546,2888.0,243.37783853267098,2001,2001,7,0,0,0,0,0,0,0,0,0,0,189000
648,533,2465.0,290.0214091053461,2003,2003,7,0,0,1,0,0,0,0,0,0,0,209000
649,718,2924.0,101.36797720891072,1900,1950,6,0,0,0,0,0,1,0,0,0,0,160000
650,1830,2074.0,199.04335561210854,1974,1974,5,0,0,0,0,0,0,0,0,0,0,129000
651,2929,2778.0,193.03972771661572,1974,1975,5,0,0,0,0,0,0,0,0,0,0,170000
652,2207,1134.0,169.74545624034016,1913,2002,5,0,0,0,0,0,0,0,0,0,0,90350
653,1417,1668.0,0.0,1924,1950,6,0,0,0,0,0,0,0,0,0,0,79000
654,2787,1788.0,254.92327679323412,1972,1972,5,0,0,0,0,0,0,0,0,0,0,149900
655,1037,1728.0,163.55169432025932,1971,1971,5,0,0,0,0,0,0,0,0,0,0,123000
656,2659,2869.0,119.5840448561393,1900,1950,4,0,0,0,0,0,1,0,1,0,0,87000
657,1567,2214.0,165.33067589126418,1977,1977,6,0,0,0,0,0,0,0,0,0,0,171000
658,1225,2284.0,133.00344876168737,1950,1950,6,0,0,0,0,0,0,0,0,0,0,119000
659,685,2296.0,310.3413804439372,1959,1959,5,0,0,0,0,0,0,0,0,0,0,132500
660,1358,2254.0,64.73921233510265,1925,1996,8,0,0,0,0,0,1,0,0,0,0,161000
661,1461,3304.0,410.4455377124154,2001,2002,9,0,0,0,0,0,0,0,0,0,0,274000
662,221,1824.0,95.40515502015127,1967,1967,5,0,0,0,0,0,0,0,0,0,0,125000
663,2187,2390.0,0.0,1946,1950,5,0,0,0,0,0,0,0,0,0,0,98500
664,2504,3248.0,349.5958705298519,1994,1995,8,0,0,0,0,0,0,0,0,0,0,262000
665,855,1828.0,205.04698350760137,1979,1979,5,0,0,0,0,0,0,0,0,0,0,134900
666,2258,2678.0,142.2397993701379,1959,1959,5,0,0,0,0,0,0,0,0,0,0,170000
667,2205,2147.0,63.88738059385129,1926,1991,6,0,0,0,0,0,0,0,0,0,0,135000
668,1158,3613.0,218.4396918898546,1990,1991,6,0,0,0,0,0,0,0,0,0,0,290000
669,1741,2504.0,213.35969905520682,2007,2007,7,0,0,0,0,0,0,0,0,0,0,173500
670,2735,2904.0,106.21803199718089,1948,2002,5,0,0,0,0,0,0,0,0,0,0,225000
671,1888,2051.0,203.19971338591125,1961,1961,5,0,0,0,0,0,0,0,0,0,0,140500
672,2121,1980.0,138.08344159633515,1994,1994,5,0,0,0,0,0,0,0,0,0,0,126000
673,1176,2546.0,136.2930786002161,1999,1999,8,0,0,1,0,0,0,0,0,0,0,170000
674,2773,1980.0,266.00689752337473,1995,1995,5,0,0,0,0,0,0,0,0,0,0,156000
675,2619,3084.0,147.31979220478567,1957,1997,5,0,0,0,0,0,0,0,0,0,0,207500
676,1796,2688.0,272.4723429492901,2007,2007,8,0,0,1,0,0,0,0,0,0,0,255000
677,1598,1450.0,168.14113751805155,1973,1973,4,0,0,0,0,0,1,0,0,0,0,94900
678,1965,2340.0,156.09432528281366,1958,1958,5,0,0,0,0,0,0,0,0,0,0,140000
679,2651,2114.0,61.33188537009724,1905,1950,3,0,0,0,0,0,1,0,0,0,0,96900
680,609,2308.0,221.6724146028123,1966,1966,5,0,0,0,0,0,0,0,0,0,0,154000
681,1990,2497.0,231.69823362036735,1910,1999,8,0,0,0,0,0,1,0,0,0,0,184900
682,1053,4162.0,563.4173871154812,2007,2008,10,0,0,0,0,0,0,0,0,0,0,385000
683,2877,1902.0,92.84965979639722,1936,1950,4,0,0,0,0,0,1,0,0,0,0,106500
684,497,4142.0,458.5667386855951,2000,2000,8,0,0,0,0,0,0,0,0,0,0,327000
685,514,4948.0,367.14493668590785,2005,2006,9,0,0,0,0,0,0,0,0,0,0,468000
686,759,2870.0,35.495927923772,1927,1950,6,0,0,0,0,0,1,0,0,0,0,135000
687,2474,2282.0,137.42885425521789,2005,2005,6,0,0,0,0,0,0,0,0,0,0,142500
688,1193,2196.0,217.05423929858702,1968,1968,5,0,0,0,0,0,0,0,0,0,0,141000
689,1415,2464.0,0.0,1910,1991,5,0,0,0,0,0,0,0,0,0,0,107500
690,2048,1954.0,68.14653930010805,1942,1979,5,0,0,0,0,0,0,0,0,0,0,108500
691,2483,1956.0,217.9778743594321,1994,1994,6,0,0,0,0,0,0,0,0,0,0,150000
692,2883,1152.0,0.0,1916,1950,3,0,1,0,0,0,0,0,0,0,0,78000
693,1111,3160.0,383.30855025069627,2007,2008,8,0,0,0,0,0,0,0,0,0,0,235128
694,2072,3467.0,341.2831549822464,1971,2002,7,0,0,0,0,0,0,0,0,0,0,302000
695,1450,2422.0,203.19971338591125,1975,2001,5,0,0,0,0,0,0,0,1,0,0,163000
696,274,640.0,68.14653930010805,1945,2007,3,0,0,0,0,0,0,0,1,0,0,84900
697,413,2177.0,203.19971338591125,1974,1974,6,0,0,0,0,0,0,0,0,0,0,147000
698,751,2736.0,44.33099235166466,1915,2005,7,0,0,0,0,0,1,0,1,0,0,155000
699,2897,2648.0,319.49083279975224,1990,1990,7,0,0,0,0,0,0,0,0,0,0,180000
700,207,1092.0,0.0,1930,1950,4,0,0,0,0,0,1,0,0,1,0,55000
701,2269,2014.0,202.2760783250662,2003,2003,7,0,0,0,0,0,0,0,0,0,0,187500
702,891,2166.0,99.94825764015847,1976,1976,6,0,0,0,0,0,0,0,0,0,0,125000
703,2863,3074.0,48.6559672152417,1936,1987,7,0,0,0,0,0,0,0,0,0,0,250000
704,1298,1380.0,18.48746246029792,1910,1950,5,0,0,0,0,0,1,0,0,0,0,78000
705,1292,2422.0,0.0,1910,1996,4,0,0,0,0,0,1,0,0,0,0,118000
706,1687,3388.0,377.76673988562595,2007,2007,8,0,0,0,0,0,0,0,0,0,0,318000
707,2749,2688.0,217.51605682900956,1993,1994,8,0,0,0,0,0,0,0,0,0,0,215000
708,2875,1104.0,0.0,1925,1950,4,0,0,0,0,0,1,0,1,0,0,72000
709,1029,2716.0,220.74877954196722,1976,1976,6,0,0,0,0,0,0,0,0,0,0,180000
710,1581,3257.0,284.4795987402758,1986,1986,6,0,0,0,0,0,0,0,1,0,0,184000
711,612,2082.0,124.69073321408192,1959,1959,5,0,0,0,0,0,0,0,0,0,0,124500
712,139,3208.0,266.00689752337473,1958,1958,5,0,0,0,0,0,0,0,0,0,0,135000
713,1335,2653.0,68.14653930010805,1940,1989,6,0,0,0,0,0,1,0,0,0,0,164900
714,2531,2328.0,243.8396560630935,1969,1969,7,0,0,0,0,0,0,0,0,0,0,140000
715,681,2082.0,135.77435394422253,1958,1958,5,0,0,0,0,0,0,0,0,0,0,128000
716,1383,1484.0,156.75782989818583,1978,1978,6,0,0,0,0,0,0,0,0,0,0,153000
717,1359,2405.0,21.075707204739626,1910,1950,6,0,0,0,0,0,1,0,0,0,0,127500
718,1226,1909.0,121.91982803154676,1950,2006,5,0,0,0,0,0,0,0,0,0,0,141500
719,63,4085.0,328.8140816608382,1994,1995,8,0,0,0,0,0,0,0,0,0,0,325000
720,1869,3188.0,217.9778743594321,1993,1993,7,0,0,0,0,0,0,0,0,0,0,188500
721,2468,2524.0,264.15962740168465,2006,2006,6,0,0,1,0,0,0,0,0,0,0,185000
722,1135,2350.0,0.0,2005,2006,6,0,0,0,0,0,0,0,0,0,0,146000
723,719,1912.0,129.30890851830716,1917,2007,6,0,0,0,0,0,1,0,0,0,0,119000
724,405,1932.0,79.50429585012606,1971,1971,5,0,0,0,0,0,1,0,0,0,0,112000
725,2506,2494.0,253.99964173238908,2005,2005,8,0,0,1,0,0,0,0,0,0,0,197000
726,2380,4327.0,383.77036778111875,2006,2006,9,0,0,0,0,0,0,0,0,0,0,412083
727,1565,3257.0,395.77762357210446,2002,2002,8,0,0,0,0,0,0,0,0,0,0,271000
728,1727,2810.0,220.74877954196722,2003,2003,7,0,0,0,0,0,0,0,0,0,0,200000
729,1661,2552.0,270.1632552971775,1976,1976,7,0,0,0,0,0,0,0,0,0,0,174000
730,1967,2754.0,162.09795317830648,1960,1960,5,0,0,0,0,0,0,0,0,0,0,156500
731,2267,2628.0,194.8869978383058,1996,1997,6,0,0,0,0,0,0,0,0,0,0,204000
732,1389,2456.0,125.15255074450444,1966,2006,5,0,0,0,0,0,0,0,0,0,0,149350
733,2553,2016.0,126.99982086619454,1954,1954,5,0,0,0,0,0,0,0,0,0,0,137000
734,1459,3184.0,249.84328395858634,1998,1999,7,0,0,0,0,0,0,0,0,0,0,222500
735,1739,2256.0,203.19971338591125,2007,2007,6,0,0,0,0,0,0,0,0,0,0,166000
736,172,1872.0,0.0,1920,1950,5,0,0,0,0,0,1,0,0,0,0,109500
737,788,1383.0,134.6148426288354,1954,1954,4,0,0,0,0,0,0,0,0,1,0,122000
738,1979,1934.0,16.638716214268126,1920,1990,5,0,0,0,0,0,1,0,0,0,0,99900
739,1801,3312.0,381.4612801290061,2006,2006,8,0,0,1,0,0,0,0,0,0,0,249700
740,931,2244.0,138.54525912675768,1950,2004,6,0,0,0,0,0,0,0,0,0,0,158500
741,2471,2284.0,0.0,2005,2005,6,0,0,0,0,0,0,0,0,0,0,139500
742,2899,2784.0,217.05423929858702,2000,2000,6,0,0,0,0,0,0,0,0,0,0,202000
743,2544,3338.0,271.54870788844505,1959,2005,5,0,0,0,0,0,0,0,0,0,0,145000
744,1386,2456.0,9.368773589749292,1969,1969,4,0,0,0,0,0,0,0,0,0,0,108959
745,315,2434.0,162.41591866525752,1948,1950,5,0,0,0,0,0,0,0,1,0,0,160000
746,1932,3120.0,137.42885425521789,1958,1958,5,0,0,0,0,0,0,0,0,0,0,128600
747,1660,2728.0,253.99964173238908,1976,1976,7,0,0,0,0,0,0,0,0,0,0,197900
748,2353,2130.0,275.2432481318253,1976,1976,7,0,0,0,0,0,0,0,0,0,0,172000
749,2139,1783.0,142.2397993701379,1977,1977,5,0,0,0,0,0,0,0,0,0,0,130000
750,1585,3341.0,200.89062573379863,1999,2000,6,0,0,0,0,0,0,0,0,0,0,195000
751,1602,1976.0,240.1451158197133,1954,1954,5,0,0,0,0,0,0,0,0,0,0,113000
752,2888,2982.0,226.29058990703754,2001,2001,8,0,0,0,0,0,0,0,0,0,0,209000
753,965,3124.0,266.9305325842198,1987,1989,7,0,0,0,0,0,0,0,1,0,0,213500
754,645,1743.0,149.29317133160555,1951,1951,5,0,0,0,0,0,0,0,0,0,0,126000
755,789,3125.0,221.6724146028123,1956,1956,6,0,0,0,0,0,0,0,0,0,0,127500
756,1015,3420.0,257.2323644453468,2007,2007,9,0,0,0,0,0,0,0,0,0,0,334000
757,1264,2506.0,162.55977070872902,1960,1960,6,0,0,0,0,0,0,0,0,0,0,157000
758,1972,1728.0,83.47951064263236,1962,1962,5,0,0,0,0,0,0,0,0,0,0,125500
759,1481,2184.0,189.34518747323548,2005,2005,7,0,0,0,0,0,0,0,0,0,0,189000
760,954,2405.0,229.52331261999524,1990,1991,7,0,0,0,0,0,0,0,0,0,0,173000
761,2499,4394.0,253.99964173238908,1974,1974,7,0,0,0,0,0,0,0,0,1,0,260000
762,824,2634.0,266.9305325842198,2007,2007,8,0,0,0,0,0,0,0,0,0,0,212000
763,2769,1784.0,163.55169432025932,1996,1996,5,0,0,0,0,0,0,0,0,0,0,148000
764,123,2308.0,221.6724146028123,1964,1964,6,0,0,0,0,0,0,0,0,0,0,136300
765,1862,3981.0,339.6790656930334,1977,1977,5,0,0,0,0,0,0,0,0,0,0,190000
766,1308,2424.0,38.82367116662563,1900,2006,5,0,0,0,0,0,1,0,0,0,0,139500
767,1758,1980.0,184.72701216901024,2003,2003,7,0,0,0,0,0,0,0,0,0,0,162000
768,2236,1855.0,74.96119323011885,1939,1950,4,0,0,0,0,0,1,0,0,0,0,100000
769,2912,1738.0,133.00344876168737,1968,2003,5,0,0,0,0,0,0,0,0,0,0,126500
770,2093,4232.0,266.00689752337473,1986,1987,7,0,0,0,0,0,0,0,0,0,0,301000
771,2128,2610.0,315.8831908090075,1997,1997,6,0,0,0,0,0,0,0,0,0,0,204750
772,679,1040.0,119.25644377518908,1949,1950,4,0,0,0,0,0,0,0,0,0,0,90000
773,1313,3323.0,135.5914006960946,1920,1960,5,0,0,0,0,0,1,0,0,0,0,130000
774,2534,2670.0,244.76329112393856,1968,1968,5,0,0,0,0,0,0,0,0,0,0,155000
775,1273,2538.0,87.45472543513866,1960,1960,5,0,0,0,0,0,0,0,0,0,0,155000
776,219,2078.0,232.7560353329529,1965,1965,5,0,0,0,0,0,0,0,0,0,0,131500
777,133,2676.0,113.21398825980087,1955,1972,6,0,0,0,0,0,0,0,0,0,0,153000
778,38,3408.0,356.52313348618975,2007,2008,8,0,0,0,0,0,0,0,0,0,0,306000
779,2408,3372.0,415.1739598498505,2006,2006,9,0,0,0,0,0,0,0,0,0,0,332200
780,1575,3284.0,369.4540243380205,2007,2008,8,0,0,0,0,0,0,0,0,0,0,293077
781,1671,1828.0,32.27062648280875,1961,1961,4,0,0,0,0,0,0,0,0,0,0,128000
782,2000,2765.0,61.33188537009724,1926,2004,6,0,0,0,0,0,1,0,0,0,0,152000
783,2621,1912.0,0.0,1949,1950,4,0,0,0,0,0,0,0,0,0,0,135000
784,1996,3218.0,18.949649021805367,1880,1950,6,0,0,0,0,0,1,0,0,0,0,117500
785,1976,2141.0,163.55169432025932,1927,1950,6,0,0,0,0,0,1,0,0,0,0,127500
786,1861,4958.0,312.1886505656273,1981,1981,8,0,0,0,0,0,0,0,0,0,0,373000
787,1600,1638.0,0.0,1970,2007,6,0,0,0,0,0,1,0,0,0,0,98000
788,298,2075.0,267.78033012134136,1994,2007,7,0,0,0,0,0,0,0,0,0,0,203135
789,875,2596.0,236.4505755763331,1996,1996,7,0,0,0,0,0,0,0,0,0,0,191000
790,1205,1014.0,123.30528062281434,1956,1956,5,0,0,0,0,0,0,0,0,0,0,98000
791,763,2400.0,0.0,1987,1988,5,0,0,0,0,0,0,0,0,0,0,179000
792,512,2854.0,227.2142249678826,2006,2006,8,0,0,0,0,0,0,0,0,0,0,245000
793,592,3330.0,269.2396202363324,1998,1999,7,0,0,0,0,0,0,1,0,0,0,213250
794,1255,869.0,36.050551797580944,1948,1950,4,0,0,0,0,0,0,0,0,0,0,89900
795,355,2550.0,197.19608549041843,1998,1998,7,0,0,0,0,0,0,0,0,0,0,185000
796,1676,1617.0,74.96119323011885,1973,1973,6,0,0,0,0,0,1,0,0,0,0,113500
797,2599,1430.0,61.00862611898313,1929,1950,3,0,0,0,0,0,0,0,0,0,0,68000
798,312,3120.0,264.6214449321072,2003,2003,7,0,0,0,0,0,0,0,0,0,0,201000
799,1124,2634.0,278.4759708447829,2005,2005,7,0,0,1,0,0,0,0,0,0,0,226700
800,1702,4610.0,542.173780716045,2007,2007,10,0,0,0,0,0,0,0,0,0,0,500067
801,2434,2446.0,199.96699067295359,2004,2005,7,0,0,0,0,0,0,0,0,0,0,201490
802,1432,1980.0,149.9223864602377,1994,1994,5,0,0,0,0,0,0,0,0,0,0,155000
803,689,1882.0,260.4650871583044,1978,1978,5,0,0,0,0,0,0,0,0,0,0,145000
804,1349,1973.0,142.539844702726,1920,1999,6,0,0,0,0,0,1,0,0,0,0,128000
805,1759,2605.0,204.12334844675632,2000,2000,6,0,0,0,0,0,0,0,0,0,0,187000
806,893,1619.0,163.28940614394358,2005,2006,6,0,0,0,0,0,1,0,0,0,0,145500
807,944,1144.0,56.788782750090036,1925,1950,4,0,1,0,0,0,0,0,0,0,0,75000
808,2109,3092.0,367.6067542163304,2005,2006,7,0,0,0,0,0,0,0,0,0,0,217000
809,316,2682.0,304.7995700788669,2008,2008,7,0,0,0,0,0,0,0,0,0,0,220000
810,2529,2522.0,223.51968472450238,1972,1972,6,0,0,0,0,0,0,0,1,0,0,165150
811,1448,1966.0,163.55169432025932,1978,1978,6,0,0,0,0,0,0,0,0,0,0,147000
812,871,3008.0,220.74877954196722,1996,1996,7,0,0,0,0,0,0,0,0,0,0,203000
813,142,3098.0,206.43243609886895,1959,1959,5,0,0,0,0,0,0,0,0,0,0,165500
814,1515,1728.0,0.0,1914,1950,3,0,0,0,0,0,0,0,0,0,0,67000
815,1970,2673.0,203.19971338591125,1964,1993,6,0,0,0,0,0,0,0,0,0,0,187000
816,572,2268.0,124.93532205019808,2000,2000,6,0,0,1,0,0,0,0,0,0,0,180000
817,2200,1949.0,68.14653930010805,1921,2005,6,0,0,0,0,0,0,0,0,0,0,146500
818,2147,3346.0,269.2396202363324,2000,2000,7,0,0,0,0,0,0,0,0,0,0,270000
819,249,1932.0,260.4650871583044,1992,1992,6,0,0,0,0,0,0,0,0,0,0,147000
820,162,2040.0,79.50429585012606,1948,2004,6,0,0,0,0,0,0,0,0,0,0,132000
821,664,2214.0,95.97304284765217,1920,1950,4,0,0,0,0,0,0,0,0,0,0,105000
822,1516,2496.0,0.0,1912,2000,5,0,0,0,0,0,0,0,0,0,0,135900
823,16,4929.0,476.11682374640185,2003,2003,8,0,0,0,0,0,0,0,0,1,0,538000
824,1808,2286.0,0.0,2006,2006,7,0,0,0,0,0,0,0,0,0,0,147000
825,425,3304.0,387.9267255549215,2006,2007,9,0,0,0,0,0,0,0,0,0,0,325000
826,1372,2100.0,68.14653930010805,1947,1993,5,0,0,0,0,0,0,0,0,0,0,124000
827,2495,1870.0,133.00344876168737,1965,1965,5,0,0,0,0,0,0,0,0,0,0,137000
828,661,3690.0,149.9223864602377,1915,1950,4,0,0,0,0,0,0,0,1,0,0,142900
829,1301,2046.0,243.8396560630935,1948,2005,5,0,0,0,0,0,1,0,0,0,0,147000
830,396,2360.0,220.28696201154472,1970,1970,5,0,0,0,0,0,0,0,0,0,0,128000
831,2663,2505.0,63.88738059385129,1916,1950,7,0,0,0,0,0,1,0,0,0,0,144000
832,50,2740.0,223.51968472450238,2006,2006,8,0,0,0,0,0,0,0,0,0,0,205000
833,886,2972.0,136.2930786002161,1964,1999,5,0,0,0,0,0,0,0,0,0,0,167000
834,696,1807.0,56.788782750090036,1941,1950,5,0,0,0,0,0,1,0,0,0,0,66500
835,2454,4085.0,325.11954141745804,1993,1993,8,0,0,0,0,0,0,0,0,0,0,315000
836,2106,2184.0,203.19971338591125,2006,2006,7,0,0,0,0,0,0,0,0,0,0,155835
837,353,3321.0,243.8396560630935,1995,1996,8,0,0,0,0,0,0,0,0,0,0,239500
838,441,3035.0,323.2722712957679,2006,2006,9,0,0,0,0,0,0,0,0,0,0,300000
839,2270,3844.0,319.5777310523877,2002,2002,8,0,0,0,0,0,0,0,0,0,0,282000
840,1924,2288.0,155.1706902219686,1960,1960,5,0,0,0,0,0,0,0,0,0,0,120000
841,1402,2748.0,202.73789585548874,1954,2005,7,0,0,0,0,0,0,0,0,1,0,241500
842,1070,3724.0,401.78125146759726,2008,2008,9,0,0,0,0,0,0,0,0,0,0,336860
843,2696,2084.0,59.62822188759454,1922,1950,3,0,0,0,0,0,1,0,0,0,0,91000
844,1840,3100.0,243.8396560630935,2006,2007,8,0,0,1,0,0,0,0,0,0,0,207500
845,1562,3240.0,222.59604966365734,2004,2005,7,0,0,0,0,0,1,0,0,0,0,250000
846,2426,2496.0,202.2760783250662,2005,2006,7,0,0,0,0,0,0,0,0,0,0,167240
847,1162,2480.0,228.59967755915017,2004,2005,7,0,0,1,0,0,0,0,0,0,0,178000
848,1874,2104.0,143.62525196140547,1963,1963,6,0,0,0,0,0,0,0,0,0,0,127000
849,111,3658.0,247.0723787760512,1967,1967,6,0,0,0,0,0,0,0,0,0,0,218500
850,1207,1904.0,80.3561275913774,1956,1956,4,0,0,0,0,0,0,0,0,0,0,135750
851,140,2960.0,286.32686886196586,2003,2009,7,0,0,0,0,0,0,0,0,0,0,214000
852,545,3688.0,286.32686886196586,2005,2006,8,0,0,0,0,0,0,0,0,0,0,257000
853,1338,2322.0,190.81031004030254,1937,2000,6,0,0,0,0,0,1,0,0,0,0,157000
854,2873,1952.0,61.04794145634679,1942,1950,5,0,0,0,0,0,1,0,0,0,0,102000
855,924,1840.0,122.66377074019448,1921,2006,5,0,0,0,0,0,0,0,0,0,0,163500
